block_id,source_text,target_text,notes
1-53,53. Katamaṃ tasmiṃ samaye sampajaññaṃ hoti? Yā tasmiṃ samaye paññā pajānanā vicayo pavicayo dhammavicayo sallakkhaṇā upalakkhaṇā paccupalakkhaṇā paṇḍiccaṃ kosallaṃ nepuññaṃ vebhabyā cintā upaparikkhā bhūrī medhā pariṇāyikā vipassanā sampajaññaṃ patodo paññā paññindriyaṃ paññābalaṃ paññāsatthaṃ paññāpāsādo paññāāloko paññāobhāso paññāpajjoto paññāratanaṃ amoho dhammavicayo sammādiṭṭhi – idaṃ tasmiṃ samaye sampajaññaṃ hoti.,"What on that occasion is intelligence ( sampajaññaṃ )?
Answer as for “insight”, § 16 .",
1-54,54. Katamo tasmiṃ samaye samatho hoti? Yā tasmiṃ samaye cittassa ṭhiti saṇṭhiti avaṭṭhiti avisāhāro avikkhepo avisāhaṭamānasatā samatho samādhindriyaṃ samādhibalaṃ sammāsamādhi – ayaṃ tasmiṃ samaye samatho hoti.,"What on that occasion is quiet ( samatho )?
Answer as for “self-collectedness”, § 11 .",
1-55,55. Katamā tasmiṃ samaye vipassanā hoti? Yā tasmiṃ samaye paññā pajānanā vicayo pavicayo dhammavicayo sallakkhaṇā upalakkhaṇā paccupalakkhaṇā paṇḍiccaṃ kosallaṃ nepuññaṃ vebhabyā cintā upaparikkhā bhūrī medhā pariṇāyikā vipassanā sampajaññaṃ patodo paññā paññindriyaṃ paññābalaṃ paññāsatthaṃ paññāpāsādo paññāāloko paññāobhāso paññāpajjoto paññāratanaṃ amoho dhammavicayo sammādiṭṭhi – ayaṃ tasmiṃ samaye vipassanā hoti.,"What on that occasion is intuition ( vipassanā )?
Answer as for “insight”, § 16 .",
1-56,56. Katamo tasmiṃ samaye paggāho hoti? Yo tasmiṃ samaye cetasiko vīriyārambho nikkamo parakkamo uyyāmo vāyāmo ussāho ussoḷhī thāmo dhiti asithilaparakkamatā anikkhittachandatā anikkhittadhuratā dhurasampaggāho vīriyaṃ vīriyindriyaṃ vīriyabalaṃ sammāvāyāmo – ayaṃ tasmiṃ samaye paggāho hoti.,"What on that occasion is grasp ( paggāho )?
Answer as for the “faculty of energy”, § 13 .",
1-57,"57. Katamo tasmiṃ samaye avikkhepo hoti? Yā tasmiṃ samaye cittassa ṭhiti saṇṭhiti avaṭṭhiti avisāhāro avikkhepo avisāhaṭamānasatā samatho samādhindriyaṃ samādhibalaṃ sammāsamādhi – ayaṃ tasmiṃ samaye avikkhepo hoti.
Ye vā pana tasmiṃ samaye aññepi atthi paṭiccasamuppannā arūpino dhammā – ime dhammā kusalā.
Padabhājanīyaṃ.
Paṭhamabhāṇavāro.","What on that occasion is balance ( avikkhepo )?
Answer as for “self-collectedness”, § 11 .
These, or whatever other incorporeal, causally induced states there are on that occasion—these are states that are good.
Here ends the analysis of terms ( Pada-bhājaniyaṃ ).
End of the First Portion for Recitation.
Summary of the constituents of the First Type of Thought ( sangahavāraṃ or koṭṭhāsavāraṃ )",
1-58,"58. Tasmiṃ kho pana samaye cattāro khandhā honti, dvāyatanāni honti, dve dhātuyo honti, tayo āhārā honti, aṭṭhindriyāni honti, pañcaṅgikaṃ jhānaṃ hoti, pañcaṅgiko maggo hoti, satta balāni honti, tayo hetū honti, eko phasso hoti, ekā vedanā hoti, ekā saññā hoti, ekā cetanā hoti, ekaṃ cittaṃ hoti, eko vedanākkhandho hoti, eko saññākkhandho hoti, eko saṅkhārakkhandho hoti, eko viññāṇakkhandho hoti, ekaṃ manāyatanaṃ hoti, ekaṃ manindriyaṃ hoti, ekā manoviññāṇadhātu hoti, ekaṃ dhammāyatanaṃ hoti, ekā dhammadhātu hoti; ye vā pana tasmiṃ samaye aññepi atthi paṭiccasamuppannā arūpino dhammā – ime dhammā kusalā.","Now, on that occasion:
the skandhas are four,
the spheres ( āyatanāni ) are two,
the elements ( dhātuyo ) are two,
the nutriments ( āhārā ) are three,
the faculties ( indriyāni ) are eight,
the Jhāna is fivefold,
the Path is fivefold,
the powers ( balāni ) are seven,
the moral roots ( hetu ) are three;
contact,
feeling,
perception,
volition,
thought,
are each single [factors];
the skandhas of:
feeling,
perception,
synergies,
consciousness,
are each single [factors];
the sphere of ideation ( manāyatanaṃ ),
the faculty of ideation,
the element of intellection ( manoviññāṇadhātu ),
the sphere of a [purely] mental state,
the element of a [purely] mental state.
are each single [factors].
These, or whatever other incorporeal, causally induced states there are on that occasion—these are states that are good.",
1-59,"59. Katame tasmiṃ samaye cattāro khandhā honti? Vedanākkhandho, saññākkhandho, saṅkhārakkhandho, viññāṇakkhandho.","What on that occasion are the four skandhas?
The skandhas of feeling, perception, synergies, and consciousness.",
1-60,60. Katamo tasmiṃ samaye vedanākkhandho hoti? Yaṃ tasmiṃ samaye cetasikaṃ sātaṃ cetasikaṃ sukhaṃ cetosamphassajaṃ sātaṃ sukhaṃ vedayitaṃ cetosamphassajā sātā sukhā vedanā – ayaṃ tasmiṃ samaye vedanākkhandho hoti.,"What on that occasion is the skandha of feeling?
The mental pleasure, the mental ease, which there is on that occasion, the pleasurable, easeful sensation which is born of contact with thought, the pleasant, easeful feeling born of contact with thought—this is the skandha of feeling that there then is ( §§ 3 , 10 , 18 .",
1-61,61. Katamo tasmiṃ samaye saññākkhandho hoti? Yā tasmiṃ samaye saññā sañjānanā sañjānitattaṃ – ayaṃ tasmiṃ samaye saññākkhandho hoti.,"What on that occasion is the skandha of perception?
The perception, the perceiving, the state of having perceived, which there is on that occasion—this is the skandha of perception that there then is ( § 4 ).",
1-62,62. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā vitakko vicāro pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satindriyaṃ samādhindriyaṃ paññindriyaṃ jīvitindriyaṃ sammādiṭṭhi sammāsaṅkappo sammāvāyāmo sammāsati sammāsamādhi saddhābalaṃ vīriyabalaṃ satibalaṃ samādhibalaṃ paññābalaṃ hiribalaṃ ottappabalaṃ alobho adoso amoho anabhijjhā abyāpādo sammādiṭṭhi hirī ottappaṃ kāyapassaddhi cittapassaddhi kāyalahutā cittalahutā kāyamudutā cittamudutā kāyakammaññatā cittakammaññatā kāyapāguññatā cittapāguññatā kāyujukatā cittujukatā sati sampajaññaṃ samatho vipassanā paggāho avikkhepo; ye vā pana tasmiṃ samaye aññepi atthi paṭiccasamuppannā arūpino dhammā ṭhapetvā [thapetvā (ka.)] vedanākkhandhaṃ ṭhapetvā saññākkhandhaṃ ṭhapetvā viññāṇakkhandhaṃ – ayaṃ tasmiṃ samaye saṅkhārakkhandho hoti.,"What on that occasion is the skandha of synergies?
Contact,
volition,
application of mind,
sustained application,
zest,
self-collectedness,
the faculty of faith,
the faculty of energy,
the faculty of mindfulness,
the faculty of concentration,
the faculty of insight,
the faculty of life,
right views,
right intention,
right endeavour,
right mindfulness,
right concentration,
the power of faith,
the power of energy,
the power of mindfulness,
the power of concentration,
the power of insight,
the power of conscientiousness,
the power of the fear of blame,
disinterestedness,
absence of hate,
absence of dullness,
absence of covetousness,
absence of malice,
right views,
conscientiousness,
the fear of blame,
serenity of mental factors,
serenity of mind,
buoyancy of mental factors,
buoyancy of mind,
plasticity of mental factors,
plasticity of mind,
wieldiness of mental factors,
wieldiness of mind,
fitness of mental factors,
fitness of mind,
rectitude of mental factors,
rectitude of mind,
mindfulness,
intelligence,
quiet,
intuition,
grasp,
balance. These, or whatever other incorporeal causally induced states there are on that occasion, exclusive of the skandhas of feeling, perception, and consciousness—these are the skandha of synergies.",
1-63,"63. Katamo tasmiṃ samaye viññāṇakkhandho hoti ? Yaṃ tasmiṃ samaye cittaṃ mano mānasaṃ hadayaṃ paṇḍaraṃ mano manāyatanaṃ manindriyaṃ viññāṇaṃ viññāṇakkhandho tajjāmanoviññāṇadhātu – ayaṃ tasmiṃ samaye viññāṇakkhandho hoti.
Ime tasmiṃ samaye cattāro khandhā honti.","What on that occasion is the skandha of consciousness?
The thought which on that occasion is ideation, mind, the heart, that which is clear, ideation as the sphere of mind, as the faculty of mind, the skandha of consciousness, the appropriate element of representative intellection—this is the skandha of consciousness that there then is ( § 6 ).
These on that occasion are the four skandhas.",
1-64,64. Katamāni tasmiṃ samaye dvāyatanāni honti? Manāyatanaṃ dhammāyatanaṃ.,"What on that occasion are the two spheres?
The sphere of mind, the sphere of [mental] states.",
1-65,65. Katamaṃ tasmiṃ samaye manāyatanaṃ hoti? Yaṃ tasmiṃ samaye cittaṃ mano mānasaṃ hadayaṃ paṇḍaraṃ mano manāyatanaṃ manindriyaṃ viññāṇaṃ viññāṇakkhandho tajjāmanoviññāṇadhātu – idaṃ tasmiṃ samaye manāyatanaṃ hoti.,"What on that occasion is the sphere of mind ( manāyatanaṃ )?
Answer as for “thought”, § 6 , and for the “skandha of consciousness”, § 63 .",
1-66,"66. Katamaṃ tasmiṃ samaye dhammāyatanaṃ hoti? Vedanākkhandho, saññākkhandho, saṅkhārakkhandho – idaṃ tasmiṃ samaye dhammāyatanaṃ hoti.
Imāni tasmiṃ samaye dvāyatanāni honti.","What on that occasion is the sphere of [mental] states ( dhammāyatanaṃ )?
The skandhas of feeling, perception, synergies—this is on that occasion the sphere of [mental] states.
These are on that occasion the two spheres.",
1-67,"67. Katamā tasmiṃ samaye dve dhātuyo honti? Manoviññāṇadhātu, dhammadhātu.","What on that occasion are the two elements?
The element of representative intellection, the element of [mental] states.",
1-68,68. Katamā tasmiṃ samaye manoviññāṇadhātu hoti? Yaṃ tasmiṃ samaye cittaṃ mano mānasaṃ hadayaṃ paṇḍaraṃ mano manāyatanaṃ manindriyaṃ viññāṇaṃ viññāṇakkhandho tajjāmanoviññāṇadhātu – ayaṃ tasmiṃ samaye manoviññāṇadhātu hoti.,"What on that occasion is the element of [purely] mental consciousness ( manoviññāṇadhātu )?
Answer as for “thought”, § 6 ; cf. §§ 63 , 65 .",
1-69,"69. Katamā tasmiṃ samaye dhammadhātu hoti? Vedanākkhandho, saññākkhandho, saṅkhārakkhandho – ayaṃ tasmiṃ samaye dhammadhātu hoti.
Imā tasmiṃ samaye dve dhātuyo honti.","What on that occasion is the element of [mental] states ( dhammadhātu )?
The skandhas of feeling, of perception, of synergies—these are on that occasion the element of [mental] states.
These are on that occasion the two elements.",
1-70,"70. Katame tasmiṃ samaye tayo āhārā honti? Phassāhāro, manosañcetanāhāro , viññāṇāhāro.","What on that occasion are the three nutriments?
The nutriment of contact, the nutriment of volition, the nutriment of consciousness.",
1-71,71. Katamo tasmiṃ samaye phassāhāro hoti? Yo tasmiṃ samaye phasso phusanā saṃphusanā saṃphusitattaṃ – ayaṃ tasmiṃ samaye phassāhāro hoti.,"What on that occasion is the nutriment which is contact ( phassāharo )?
Answer as for “contact”, § 2 .",
1-72,72. Katamo tasmiṃ samaye manosañcetanāhāro hoti? Yā tasmiṃ samaye cetanā sañcetanā cetayitattaṃ – ayaṃ tasmiṃ samaye manosañcetanāhāro hoti.,"What on that occasion is the nutriment which is volition ( manosañcetanāhāro )?
The volition, the willing, the purposiveness which there is on that occasion—this is the representative cogitation that there then is.",
1-73,"73. Katamo tasmiṃ samaye viññāṇāhāro hoti? Yaṃ tasmiṃ samaye cittaṃ mano mānasaṃ hadayaṃ paṇḍaraṃ mano manāyatanaṃ manindriyaṃ viññāṇaṃ viññāṇakkhandho tajjāmanoviññāṇadhātu – ayaṃ tasmiṃ samaye viññāṇāhāro hoti.
Ime tasmiṃ samaye tayo āhārā honti.","What on that occasion is the nutriment which is consciousness ( viññāṇāhāro )?
Answer as for the “skandha of consciousness”, § 63 .
These on that occasion are the three nutriments.",
1-74,"74. Katamāni tasmiṃ samaye aṭṭhindriyāni honti? Saddhindriyaṃ, vīriyindriyaṃ, satindriyaṃ, samādhindriyaṃ, paññindriyaṃ, manindriyaṃ, somanassindriyaṃ, jīvitindriyaṃ.","What on that occasion are the eight faculties?
The faculties of faith, energy, mindfulness, concentration, insight, ideation, happiness, life.",
1-75,75. Katamaṃ tasmiṃ samaye saddhindriyaṃ hoti? Yā tasmiṃ samaye saddhā saddahanā okappanā abhippasādo saddhā saddhindriyaṃ saddhābalaṃ – idaṃ tasmiṃ samaye saddhindriyaṃ hoti.,"What on that occasion is the faculty of faith … life?
Answers as in §§ 12 – 19 respectively.
These on that occasion are the eight faculties.",
1-76,76. Katamaṃ tasmiṃ samaye vīriyindriyaṃ hoti? Yo tasmiṃ samaye cetasiko vīriyārambho nikkamo parakkamo uyyāmo vāyāmo ussāho ussoḷhī thāmo dhiti asithilaparakkamatā anikkhittachandatā anikkhittadhuratā dhurasampaggāho vīriyaṃ vīriyindriyaṃ vīriyabalaṃ sammāvāyāmo – idaṃ tasmiṃ samaye vīriyindriyaṃ hoti.,-,
1-77,77. Katamaṃ tasmiṃ samaye satindriyaṃ hoti? Yā tasmiṃ samaye sati anussati paṭissati sati saraṇatā dhāraṇatā apilāpanatā asammussanatā sati satindriyaṃ satibalaṃ sammāsati – idaṃ tasmiṃ samaye satindriyaṃ hoti.,-,
1-78,78. Katamaṃ tasmiṃ samaye samādhindriyaṃ hoti? Yā tasmiṃ samaye cittassa ṭhiti saṇṭhiti avaṭṭhiti avisāhāro avikkhepo avisāhaṭamānasatā samatho samādhindriyaṃ samādhibalaṃ sammāsamādhi – idaṃ tasmiṃ samaye samādhindriyaṃ hoti.,-,
1-79,79. Katamaṃ tasmiṃ samaye paññindriyaṃ hoti? Yā tasmiṃ samaye paññā pajānanā vicayo pavicayo dhammavicayo sallakkhaṇā upalakkhaṇā paccupalakkhaṇā paṇḍiccaṃ kosallaṃ nepuññaṃ vebhabyā cintā upaparikkhā bhūrī medhā pariṇāyikā vipassanā sampajaññaṃ patodo paññā paññindriyaṃ paññābalaṃ paññāsatthaṃ paññāpāsādo paññāāloko paññāobhāso paññāpajjoto paññāratanaṃ amoho dhammavicayo sammādiṭṭhi – idaṃ tasmiṃ samaye paññindriyaṃ hoti.,-,
1-80,80. Katamaṃ tasmiṃ samaye manindriyaṃ hoti? Yaṃ tasmiṃ samaye cittaṃ mano mānasaṃ hadayaṃ paṇḍaraṃ mano manāyatanaṃ manindriyaṃ viññāṇaṃ viññāṇakkhandho tajjāmanoviññāṇadhātu – idaṃ tasmiṃ samaye manindriyaṃ hoti.,-,
1-81,81. Katamaṃ tasmiṃ samaye somanassindriyaṃ hoti? Yaṃ tasmiṃ samaye cetasikaṃ sātaṃ cetasikaṃ sukhaṃ cetosamphassajaṃ sātaṃ sukhaṃ vedayitaṃ cetosamphassajā sātā sukhā vedanā – idaṃ tasmiṃ samaye somanassindriyaṃ hoti.,-,
1-82,"82. Katamaṃ tasmiṃ samaye jīvitindriyaṃ hoti? Yo tesaṃ arūpīnaṃ dhammānaṃ āyu ṭhiti yapanā yāpanā iriyanā vattanā pālanā jīvitaṃ jīvitindriyaṃ – idaṃ tasmiṃ samaye jīvitindriyaṃ hoti .
Imāni tasmiṃ samaye aṭṭhindriyāni honti.",-,
1-83,"83. Katamaṃ tasmiṃ samaye pañcaṅgikaṃ jhānaṃ hoti? Vitakko, vicāro, pīti, sukhaṃ, cittassekaggatā.","What on that occasion is the fivefold Jhāna ( pañcangikaṃ jhānaṃ )?
Applied and sustained thought, zest, ease, self-collectedness.",
1-84,84. Katamo tasmiṃ samaye vitakko hoti? Yo tasmiṃ samaye takko vitakko saṅkappo appanā byappanā cetaso abhiniropanā sammāsaṅkappo – ayaṃ tasmiṃ samaye vitakko hoti.,"What on that occasion is applied thought … self-collectedness?
Answers as in §§ 7 – 11 respectively.
This on that occasion is the fivefold Jhāna.",
1-85,85. Katamo tasmiṃ samaye vicāro hoti? Yo tasmiṃ samaye cāro vicāro anuvicāro upavicāro cittassa anusandhānatā anupekkhanatā – ayaṃ tasmiṃ samaye vicāro hoti.,-,
1-86,86. Katamā tasmiṃ samaye pīti hoti? Yā tasmiṃ samaye pīti pāmojjaṃ āmodanā pamodanā hāso pahāso vitti odagyaṃ attamanatā cittassa – ayaṃ tasmiṃ samaye pīti hoti.,-,
1-87,87. Katamaṃ tasmiṃ samaye sukhaṃ hoti? Yaṃ tasmiṃ samaye cetasikaṃ sātaṃ cetasikaṃ sukhaṃ cetosamphassajaṃ sātaṃ sukhaṃ vedayitaṃ cetosamphassajā sātā sukhā vedanā – idaṃ tasmiṃ samaye sukhaṃ hoti.,-,
1-88,"88. Katamā tasmiṃ samaye cittassekaggatā hoti? Yā tasmiṃ samaye cittassa ṭhiti saṇṭhiti avaṭṭhiti avisāhāro avikkhepo avisāhaṭamānasatā samatho samādhindriyaṃ samādhibalaṃ sammāsamādhi – ayaṃ tasmiṃ samaye cittassekaggatā hoti.
Idaṃ tasmiṃ samaye pañcaṅgikaṃ jhānaṃ hoti.",-,
